"time_key","date","hour","day","week","month","quarter","year"
"T05117","2015-06-10","2","10","2nd Week","6","Q2","2015"
"T05118","2017-04-03","1","3","1st Week","4","Q2","2017"
"T05119","2014-12-10","9","10","2nd Week","12","Q4","2014"
"T05120","2016-08-31","11","31","4th Week","8","Q3","2016"
"T05121","2022-03-24","21","24","4th Week","3","Q1","2022"
"T05122","2019-06-23","23","23","4th Week","6","Q2","2019"
"T05123","2017-08-09","19","9","2nd Week","8","Q3","2017"
"T05124","2021-02-24","2","24","4th Week","2","Q1","2021"
"T05125","2014-10-31","16","31","4th Week","10","Q4","2014"
"T05126","2016-08-11","14","11","2nd Week","8","Q3","2016"
"T05127","2018-08-12","19","12","2nd Week","8","Q3","2018"
"T05128","2018-05-24","23","24","4th Week","5","Q2","2018"
"T05129","2016-08-06","18","6","1st Week","8","Q3","2016"
"T05130","2017-05-05","19","5","1st Week","5","Q2","2017"
"T05131","2017-10-01","20","1","1st Week","10","Q4","2017"
"T05132","2014-06-29","12","29","4th Week","6","Q2","2014"
"T05133","2021-07-23","17","23","4th Week","7","Q3","2021"
"T05134","2020-12-13","2","13","2nd Week","12","Q4","2020"
"T05135","2022-10-05","22","5","1st Week","10","Q4","2022"
"T05136","2014-11-22","15","22","4th Week","11","Q4","2014"
"T05137","2018-10-25","7","25","4th Week","10","Q4","2018"
"T05138","2016-05-20","9","20","3rd Week","5","Q2","2016"
"T05139","2016-04-09","8","9","2nd Week","4","Q2","2016"
"T05140","2016-11-14","1","14","2nd Week","11","Q4","2016"
"T05141","2017-10-18","0","18","3rd Week","10","Q4","2017"
"T05142","2019-08-31","19","31","4th Week","8","Q3","2019"
"T05143","2015-07-08","3","8","2nd Week","7","Q3","2015"
"T05144","2015-01-31","11","31","4th Week","1","Q1","2015"
"T05145","2017-07-29","3","29","4th Week","7","Q3","2017"
"T05146","2022-07-16","7","16","3rd Week","7","Q3","2022"
"T05147","2019-11-27","4","27","4th Week","11","Q4","2019"
"T05148","2021-02-01","7","1","1st Week","2","Q1","2021"
"T05149","2021-02-04","7","4","1st Week","2","Q1","2021"
"T05150","2021-01-29","3","29","4th Week","1","Q1","2021"
"T05151","2018-10-10","20","10","2nd Week","10","Q4","2018"
"T05152","2018-07-27","7","27","4th Week","7","Q3","2018"
"T05153","2015-01-07","13","7","1st Week","1","Q1","2015"
"T05154","2021-10-13","2","13","2nd Week","10","Q4","2021"
"T05155","2018-06-30","0","30","4th Week","6","Q2","2018"
"T05156","2019-01-17","17","17","3rd Week","1","Q1","2019"
"T05157","2018-09-29","2","29","4th Week","9","Q3","2018"
"T05158","2017-12-24","6","24","4th Week","12","Q4","2017"
"T05159","2017-01-31","5","31","4th Week","1","Q1","2017"
"T05160","2014-12-17","22","17","3rd Week","12","Q4","2014"
"T05161","2017-07-04","1","4","1st Week","7","Q3","2017"
"T05162","2016-03-02","6","2","1st Week","3","Q1","2016"
"T05163","2019-11-08","0","8","2nd Week","11","Q4","2019"
"T05164","2019-04-21","2","21","3rd Week","4","Q2","2019"
"T05165","2020-11-25","17","25","4th Week","11","Q4","2020"
"T05166","2014-12-01","9","1","1st Week","12","Q4","2014"
"T05167","2017-08-24","2","24","4th Week","8","Q3","2017"
"T05168","2015-02-09","13","9","2nd Week","2","Q1","2015"
"T05169","2018-06-28","9","28","4th Week","6","Q2","2018"
"T05170","2017-10-18","0","18","3rd Week","10","Q4","2017"
"T05171","2017-08-29","21","29","4th Week","8","Q3","2017"
"T05172","2020-12-05","8","5","1st Week","12","Q4","2020"
"T05173","2014-11-17","22","17","3rd Week","11","Q4","2014"
"T05174","2016-01-15","8","15","3rd Week","1","Q1","2016"
"T05175","2018-06-14","18","14","2nd Week","6","Q2","2018"
"T05176","2015-08-26","14","26","4th Week","8","Q3","2015"
"T05177","2015-06-26","22","26","4th Week","6","Q2","2015"
"T05178","2020-12-08","0","8","2nd Week","12","Q4","2020"
"T05179","2015-07-16","21","16","3rd Week","7","Q3","2015"
"T05180","2017-03-03","19","3","1st Week","3","Q1","2017"
"T05181","2017-06-03","21","3","1st Week","6","Q2","2017"
"T05182","2022-05-22","21","22","4th Week","5","Q2","2022"
"T05183","2015-12-31","1","31","4th Week","12","Q4","2015"
"T05184","2017-05-03","3","3","1st Week","5","Q2","2017"
"T05185","2014-04-07","2","7","1st Week","4","Q2","2014"
"T05186","2022-02-16","1","16","3rd Week","2","Q1","2022"
"T05187","2018-09-14","18","14","2nd Week","9","Q3","2018"
"T05188","2020-01-27","9","27","4th Week","1","Q1","2020"
"T05189","2020-04-08","16","8","2nd Week","4","Q2","2020"
"T05190","2014-08-23","9","23","4th Week","8","Q3","2014"
"T05191","2020-10-05","10","5","1st Week","10","Q4","2020"
"T05192","2020-12-23","16","23","4th Week","12","Q4","2020"
"T05193","2018-01-26","7","26","4th Week","1","Q1","2018"
"T05194","2021-01-18","17","18","3rd Week","1","Q1","2021"
"T05195","2018-05-12","20","12","2nd Week","5","Q2","2018"
"T05196","2022-09-01","9","1","1st Week","9","Q3","2022"
"T05197","2018-07-10","19","10","2nd Week","7","Q3","2018"
"T05198","2016-11-19","2","19","3rd Week","11","Q4","2016"
"T05199","2016-01-22","1","22","4th Week","1","Q1","2016"
"T05200","2015-08-28","0","28","4th Week","8","Q3","2015"
"T05201","2014-10-17","15","17","3rd Week","10","Q4","2014"
"T05202","2016-11-28","3","28","4th Week","11","Q4","2016"
"T05203","2016-06-15","17","15","3rd Week","6","Q2","2016"
"T05204","2016-12-21","15","21","3rd Week","12","Q4","2016"
"T05205","2015-09-12","0","12","2nd Week","9","Q3","2015"
"T05206","2016-11-20","5","20","3rd Week","11","Q4","2016"
"T05207","2016-12-26","3","26","4th Week","12","Q4","2016"
"T05208","2018-02-13","21","13","2nd Week","2","Q1","2018"
"T05209","2014-10-02","13","2","1st Week","10","Q4","2014"
"T05210","2017-06-27","14","27","4th Week","6","Q2","2017"
"T05211","2021-11-29","20","29","4th Week","11","Q4","2021"
"T05212","2021-11-19","16","19","3rd Week","11","Q4","2021"
"T05213","2020-07-09","20","9","2nd Week","7","Q3","2020"
"T05214","2016-10-13","18","13","2nd Week","10","Q4","2016"
"T05215","2014-03-04","12","4","1st Week","3","Q1","2014"
"T05216","2019-09-06","21","6","1st Week","9","Q3","2019"
"T05217","2020-05-10","21","10","2nd Week","5","Q2","2020"
"T05218","2015-01-26","12","26","4th Week","1","Q1","2015"
"T05219","2014-12-13","16","13","2nd Week","12","Q4","2014"
"T05220","2015-05-03","9","3","1st Week","5","Q2","2015"
"T05221","2014-09-28","12","28","4th Week","9","Q3","2014"
"T05222","2014-05-17","18","17","3rd Week","5","Q2","2014"
"T05223","2019-01-09","2","9","2nd Week","1","Q1","2019"
"T05224","2015-10-21","4","21","3rd Week","10","Q4","2015"
"T05225","2018-11-18","7","18","3rd Week","11","Q4","2018"
"T05226","2019-12-14","13","14","2nd Week","12","Q4","2019"
"T05227","2017-02-24","21","24","4th Week","2","Q1","2017"
"T05228","2017-03-23","12","23","4th Week","3","Q1","2017"
"T05229","2016-02-27","22","27","4th Week","2","Q1","2016"
"T05230","2016-05-21","5","21","3rd Week","5","Q2","2016"
"T05231","2014-10-07","4","7","1st Week","10","Q4","2014"
"T05232","2014-09-23","8","23","4th Week","9","Q3","2014"
"T05233","2017-08-10","15","10","2nd Week","8","Q3","2017"
"T05234","2020-09-17","4","17","3rd Week","9","Q3","2020"
"T05235","2014-06-03","2","3","1st Week","6","Q2","2014"
"T05236","2020-10-07","12","7","1st Week","10","Q4","2020"
"T05237","2017-07-13","9","13","2nd Week","7","Q3","2017"
"T05238","2018-11-14","17","14","2nd Week","11","Q4","2018"
"T05239","2016-01-12","11","12","2nd Week","1","Q1","2016"
"T05240","2022-09-26","19","26","4th Week","9","Q3","2022"
"T05241","2019-03-21","23","21","3rd Week","3","Q1","2019"
"T05242","2018-08-24","14","24","4th Week","8","Q3","2018"
"T05243","2019-06-30","14","30","4th Week","6","Q2","2019"
"T05244","2017-04-29","12","29","4th Week","4","Q2","2017"
"T05245","2018-06-19","20","19","3rd Week","6","Q2","2018"
"T05246","2020-09-18","6","18","3rd Week","9","Q3","2020"
"T05247","2021-07-05","19","5","1st Week","7","Q3","2021"
"T05248","2015-12-29","3","29","4th Week","12","Q4","2015"
"T05249","2015-02-26","12","26","4th Week","2","Q1","2015"
"T05250","2019-07-09","4","9","2nd Week","7","Q3","2019"
"T05251","2015-11-06","0","6","1st Week","11","Q4","2015"
"T05252","2016-04-29","22","29","4th Week","4","Q2","2016"
"T05253","2016-07-17","19","17","3rd Week","7","Q3","2016"
"T05254","2014-05-07","12","7","1st Week","5","Q2","2014"
"T05255","2016-09-21","2","21","3rd Week","9","Q3","2016"
"T05256","2019-02-21","10","21","3rd Week","2","Q1","2019"
"T05257","2019-09-04","12","4","1st Week","9","Q3","2019"
"T05258","2017-09-11","4","11","2nd Week","9","Q3","2017"
"T05259","2020-11-30","22","30","4th Week","11","Q4","2020"
"T05260","2018-05-12","16","12","2nd Week","5","Q2","2018"
"T05261","2015-12-31","2","31","4th Week","12","Q4","2015"
"T05262","2019-06-10","3","10","2nd Week","6","Q2","2019"
"T05263","2020-06-20","9","20","3rd Week","6","Q2","2020"
"T05264","2014-11-20","3","20","3rd Week","11","Q4","2014"
"T05265","2019-05-07","18","7","1st Week","5","Q2","2019"
"T05266","2015-03-17","4","17","3rd Week","3","Q1","2015"
"T05267","2019-01-30","12","30","4th Week","1","Q1","2019"
"T05268","2020-06-10","5","10","2nd Week","6","Q2","2020"
"T05269","2020-03-14","23","14","2nd Week","3","Q1","2020"
"T05270","2017-05-29","16","29","4th Week","5","Q2","2017"
"T05271","2018-07-07","1","7","1st Week","7","Q3","2018"
"T05272","2014-10-30","2","30","4th Week","10","Q4","2014"
"T05273","2017-10-04","6","4","1st Week","10","Q4","2017"
"T05274","2021-06-16","14","16","3rd Week","6","Q2","2021"
"T05275","2014-02-28","12","28","4th Week","2","Q1","2014"
"T05276","2021-08-30","22","30","4th Week","8","Q3","2021"
"T05277","2018-04-03","5","3","1st Week","4","Q2","2018"
"T05278","2021-09-17","14","17","3rd Week","9","Q3","2021"
"T05279","2018-04-29","8","29","4th Week","4","Q2","2018"
"T05280","2019-02-01","8","1","1st Week","2","Q1","2019"
"T05281","2022-06-28","17","28","4th Week","6","Q2","2022"
"T05282","2015-10-23","19","23","4th Week","10","Q4","2015"
"T05283","2017-10-08","7","8","2nd Week","10","Q4","2017"
"T05284","2016-10-24","7","24","4th Week","10","Q4","2016"
"T05285","2020-05-16","4","16","3rd Week","5","Q2","2020"
"T05286","2017-06-14","18","14","2nd Week","6","Q2","2017"
"T05287","2018-10-27","14","27","4th Week","10","Q4","2018"
"T05288","2021-10-10","5","10","2nd Week","10","Q4","2021"
"T05289","2021-05-25","21","25","4th Week","5","Q2","2021"
"T05290","2021-07-06","2","6","1st Week","7","Q3","2021"
"T05291","2016-02-25","18","25","4th Week","2","Q1","2016"
"T05292","2015-09-04","12","4","1st Week","9","Q3","2015"
"T05293","2016-01-10","9","10","2nd Week","1","Q1","2016"
"T05294","2019-01-26","14","26","4th Week","1","Q1","2019"
"T05295","2015-05-21","8","21","3rd Week","5","Q2","2015"
"T05296","2022-03-23","4","23","4th Week","3","Q1","2022"
"T05297","2014-03-27","13","27","4th Week","3","Q1","2014"
"T05298","2022-03-25","10","25","4th Week","3","Q1","2022"
"T05299","2021-03-01","8","1","1st Week","3","Q1","2021"
"T05300","2021-08-01","10","1","1st Week","8","Q3","2021"
"T05301","2020-10-05","15","5","1st Week","10","Q4","2020"
"T05302","2020-05-05","13","5","1st Week","5","Q2","2020"
"T05303","2017-12-04","18","4","1st Week","12","Q4","2017"
"T05304","2017-03-28","13","28","4th Week","3","Q1","2017"
"T05305","2021-06-30","18","30","4th Week","6","Q2","2021"
"T05306","2020-11-20","2","20","3rd Week","11","Q4","2020"
"T05307","2017-06-16","8","16","3rd Week","6","Q2","2017"
"T05308","2020-04-28","12","28","4th Week","4","Q2","2020"
"T05309","2014-05-22","10","22","4th Week","5","Q2","2014"
"T05310","2021-06-26","21","26","4th Week","6","Q2","2021"
"T05311","2022-02-06","13","6","1st Week","2","Q1","2022"
"T05312","2018-10-13","18","13","2nd Week","10","Q4","2018"
"T05313","2021-01-18","1","18","3rd Week","1","Q1","2021"
"T05314","2015-03-21","14","21","3rd Week","3","Q1","2015"
"T05315","2018-03-14","12","14","2nd Week","3","Q1","2018"
"T05316","2019-11-19","7","19","3rd Week","11","Q4","2019"
"T05317","2018-01-25","10","25","4th Week","1","Q1","2018"
"T05318","2018-10-11","21","11","2nd Week","10","Q4","2018"
"T05319","2014-02-12","12","12","2nd Week","2","Q1","2014"
"T05320","2020-03-23","21","23","4th Week","3","Q1","2020"
"T05321","2014-10-28","2","28","4th Week","10","Q4","2014"
"T05322","2019-10-20","7","20","3rd Week","10","Q4","2019"
"T05323","2021-08-25","2","25","4th Week","8","Q3","2021"
"T05324","2017-09-13","4","13","2nd Week","9","Q3","2017"
"T05325","2021-03-13","2","13","2nd Week","3","Q1","2021"
"T05326","2017-07-21","17","21","3rd Week","7","Q3","2017"
"T05327","2020-06-24","10","24","4th Week","6","Q2","2020"
"T05328","2015-03-22","1","22","4th Week","3","Q1","2015"
"T05329","2017-08-01","14","1","1st Week","8","Q3","2017"
"T05330","2017-01-18","16","18","3rd Week","1","Q1","2017"
"T05331","2018-10-16","20","16","3rd Week","10","Q4","2018"
"T05332","2017-11-22","22","22","4th Week","11","Q4","2017"
"T05333","2014-02-07","2","7","1st Week","2","Q1","2014"
"T05334","2017-12-29","15","29","4th Week","12","Q4","2017"
"T05335","2014-10-12","21","12","2nd Week","10","Q4","2014"
"T05336","2014-11-14","5","14","2nd Week","11","Q4","2014"
"T05337","2020-10-20","18","20","3rd Week","10","Q4","2020"
"T05338","2019-11-08","22","8","2nd Week","11","Q4","2019"
"T05339","2014-10-07","21","7","1st Week","10","Q4","2014"
"T05340","2019-07-13","14","13","2nd Week","7","Q3","2019"
"T05341","2018-11-25","10","25","4th Week","11","Q4","2018"
"T05342","2017-10-25","7","25","4th Week","10","Q4","2017"
"T05343","2015-07-19","22","19","3rd Week","7","Q3","2015"
"T05344","2020-03-28","3","28","4th Week","3","Q1","2020"
"T05345","2017-03-06","17","6","1st Week","3","Q1","2017"
"T05346","2017-06-27","6","27","4th Week","6","Q2","2017"
"T05347","2018-02-02","11","2","1st Week","2","Q1","2018"
"T05348","2018-05-05","2","5","1st Week","5","Q2","2018"
"T05349","2014-12-18","22","18","3rd Week","12","Q4","2014"
"T05350","2014-06-22","21","22","4th Week","6","Q2","2014"
"T05351","2014-05-30","23","30","4th Week","5","Q2","2014"
"T05352","2018-12-29","9","29","4th Week","12","Q4","2018"
"T05353","2016-11-10","20","10","2nd Week","11","Q4","2016"
"T05354","2015-10-24","10","24","4th Week","10","Q4","2015"
"T05355","2016-05-06","14","6","1st Week","5","Q2","2016"
"T05356","2014-12-10","13","10","2nd Week","12","Q4","2014"
"T05357","2018-02-27","11","27","4th Week","2","Q1","2018"
"T05358","2014-08-10","7","10","2nd Week","8","Q3","2014"
"T05359","2019-10-08","8","8","2nd Week","10","Q4","2019"
"T05360","2021-05-26","16","26","4th Week","5","Q2","2021"
"T05361","2015-11-23","15","23","4th Week","11","Q4","2015"
"T05362","2021-06-01","13","1","1st Week","6","Q2","2021"
"T05363","2022-04-19","16","19","3rd Week","4","Q2","2022"
"T05364","2018-03-04","14","4","1st Week","3","Q1","2018"
"T05365","2016-10-20","23","20","3rd Week","10","Q4","2016"
"T05366","2016-04-07","13","7","1st Week","4","Q2","2016"
"T05367","2017-12-18","23","18","3rd Week","12","Q4","2017"
"T05368","2016-02-14","16","14","2nd Week","2","Q1","2016"
"T05369","2021-02-15","5","15","3rd Week","2","Q1","2021"
"T05370","2020-06-06","7","6","1st Week","6","Q2","2020"
"T05371","2016-05-04","22","4","1st Week","5","Q2","2016"
"T05372","2020-11-24","9","24","4th Week","11","Q4","2020"
"T05373","2017-02-16","21","16","3rd Week","2","Q1","2017"
"T05374","2018-04-19","17","19","3rd Week","4","Q2","2018"
"T05375","2015-12-31","9","31","4th Week","12","Q4","2015"
"T05376","2018-03-07","12","7","1st Week","3","Q1","2018"
"T05377","2014-06-21","2","21","3rd Week","6","Q2","2014"
"T05378","2018-07-20","14","20","3rd Week","7","Q3","2018"
"T05379","2017-11-17","0","17","3rd Week","11","Q4","2017"
"T05380","2018-04-01","16","1","1st Week","4","Q2","2018"
"T05381","2015-12-12","0","12","2nd Week","12","Q4","2015"
"T05382","2020-10-20","21","20","3rd Week","10","Q4","2020"
"T05383","2015-08-14","16","14","2nd Week","8","Q3","2015"
"T05384","2017-06-14","17","14","2nd Week","6","Q2","2017"
"T05385","2021-10-16","18","16","3rd Week","10","Q4","2021"
"T05386","2014-10-11","4","11","2nd Week","10","Q4","2014"
"T05387","2016-12-01","21","1","1st Week","12","Q4","2016"
"T05388","2019-10-01","17","1","1st Week","10","Q4","2019"
"T05389","2016-09-09","18","9","2nd Week","9","Q3","2016"
"T05390","2016-10-05","15","5","1st Week","10","Q4","2016"
"T05391","2019-06-29","15","29","4th Week","6","Q2","2019"
"T05392","2021-05-05","13","5","1st Week","5","Q2","2021"
"T05393","2019-05-09","20","9","2nd Week","5","Q2","2019"
"T05394","2019-06-17","14","17","3rd Week","6","Q2","2019"
"T05395","2021-04-05","16","5","1st Week","4","Q2","2021"
"T05396","2017-07-23","12","23","4th Week","7","Q3","2017"
"T05397","2022-01-04","23","4","1st Week","1","Q1","2022"
"T05398","2020-07-22","16","22","4th Week","7","Q3","2020"
"T05399","2021-06-24","11","24","4th Week","6","Q2","2021"
"T05400","2018-08-13","19","13","2nd Week","8","Q3","2018"
"T05401","2015-06-17","7","17","3rd Week","6","Q2","2015"
"T05402","2020-10-24","7","24","4th Week","10","Q4","2020"
"T05403","2019-03-04","17","4","1st Week","3","Q1","2019"
"T05404","2015-12-13","7","13","2nd Week","12","Q4","2015"
"T05405","2015-01-30","14","30","4th Week","1","Q1","2015"
"T05406","2021-11-29","15","29","4th Week","11","Q4","2021"
"T05407","2021-09-02","20","2","1st Week","9","Q3","2021"
"T05408","2021-10-24","19","24","4th Week","10","Q4","2021"
"T05409","2021-08-29","18","29","4th Week","8","Q3","2021"
"T05410","2018-10-08","4","8","2nd Week","10","Q4","2018"
"T05411","2021-02-08","4","8","2nd Week","2","Q1","2021"
"T05412","2014-06-25","18","25","4th Week","6","Q2","2014"
"T05413","2015-08-23","7","23","4th Week","8","Q3","2015"
"T05414","2015-09-03","16","3","1st Week","9","Q3","2015"
"T05415","2014-03-06","4","6","1st Week","3","Q1","2014"
"T05416","2018-04-09","15","9","2nd Week","4","Q2","2018"
"T05417","2014-10-15","15","15","3rd Week","10","Q4","2014"
"T05418","2017-06-30","16","30","4th Week","6","Q2","2017"
"T05419","2019-08-29","2","29","4th Week","8","Q3","2019"
"T05420","2017-08-26","18","26","4th Week","8","Q3","2017"
"T05421","2018-01-29","3","29","4th Week","1","Q1","2018"
"T05422","2021-11-18","21","18","3rd Week","11","Q4","2021"
"T05423","2014-08-22","14","22","4th Week","8","Q3","2014"
"T05424","2015-08-18","19","18","3rd Week","8","Q3","2015"
"T05425","2018-04-24","1","24","4th Week","4","Q2","2018"
"T05426","2014-03-27","5","27","4th Week","3","Q1","2014"
"T05427","2015-05-26","4","26","4th Week","5","Q2","2015"
"T05428","2021-01-24","2","24","4th Week","1","Q1","2021"
"T05429","2021-08-18","20","18","3rd Week","8","Q3","2021"
"T05430","2022-07-27","9","27","4th Week","7","Q3","2022"
"T05431","2022-04-07","1","7","1st Week","4","Q2","2022"
"T05432","2015-04-17","8","17","3rd Week","4","Q2","2015"
"T05433","2016-04-14","17","14","2nd Week","4","Q2","2016"
"T05434","2015-01-18","23","18","3rd Week","1","Q1","2015"
"T05435","2019-05-31","19","31","4th Week","5","Q2","2019"
"T05436","2019-02-01","20","1","1st Week","2","Q1","2019"
"T05437","2018-08-15","2","15","3rd Week","8","Q3","2018"
"T05438","2014-02-03","22","3","1st Week","2","Q1","2014"
"T05439","2018-04-23","1","23","4th Week","4","Q2","2018"
"T05440","2019-01-02","12","2","1st Week","1","Q1","2019"
"T05441","2020-10-04","22","4","1st Week","10","Q4","2020"
